spider,date_collected,time_collected,treatment1,treatment2,tub,container,date_added,temperature_F,sky,location,noise_location,last_fed,mass_g,mass_mg,sex,adult,molt1,molt2,molt3,molt4,lastmolt,released,died_yn,died,eggs_yn,eggs,eggs_2,longitude,latitude,visible,mapped,web_photo,spider_photo,vibr_sec,web_height_cm,sub_height_cm,place,collection_mass_mg,substrate,Notes,line_date1,silk_date1,line_mass1,silkline_mass1,silk_mass1,tb1date,tb_1,tb2date,tb_2,tb3date,tb_3,tb4date,tb_4,tb5date,tb_5,tb6date,tb_6,tb7date,tb_7,tb8date,tb_8,tb9date,tb_9,tb10date,tb_10,tb11date,tb_11,tb12date,tb_12,prey1date,prey_1,prey2date,prey_2,prey3date,prey_3,prey4date,prey_4,prey5date,prey_5,prey6date,prey_6,prey7date,prey_7,prey8date,prey_8,prey9date,prey_9,prey10date,prey_10,prey11date,prey_11,prey12date,prey_12,line_date_before,silk_date_before,line_mass_before,silkline_mass_before,silk_mass_before,line_date_bs,silk_date_bs,line_mass_bs,silkline_mass_bs,silk_mass_bs,line_date_as,silk_date_as,line_mass_as,silkline_mass_as,silk_mass_as,line_date_original,silk_date_original,line_mass_original,silkline_mass_original,silk_mass_original
AP248,7/19/21,09:02,loud,quiet,15,7,7/25/21,71,sunny,graciesdaughter,rural,9/2/21,0.115,115,F,FALSE,7/31/21,8/28/21,,,8/28/21,y,n,,n,,,40.668104,-96.764905,TRUE,TRUE,TRUE,TRUE,10,7,13,outside,39.1,Grass,,9/4/21,9/7/21,15.2,22.14,6.94,9/4/21,1.97,9/7/21,0.66,9/11/21,0.34,9/14/21,0.5,9/18/21,0.56,9/21/21,0.65,9/25/21,0.5,9/28/21,0.72,10/2/21,0.5,10/5/21,0.75,10/9/21,3.34,10/12/21,8.06,9/5/21,1.48,9/8/21,13.22,9/12/21,3.94,9/15/21,0.72,9/19/21,0.84,9/22/21,4.19,9/26/21,0.85,9/29/21,1.9,10/3/21,1.66,10/6/21,0.75,10/10/21,1.85,10/13/21,7.4,9/4/21,9/7/21,15.20,22.14,6.94,9/24/21,9/28/21,15.095,18.082,2.9870,10/15/21,10/19/21,14.720,17.789,3.069,11/11/21,11/14/21,15.085,15.575,0.490
AP249,7/19/21,09:04,quiet,quiet,18,6,7/25/21,71,sunny,graciesdaughter,rural,9/2/21,0.0922,92.2,F,FALSE,8/12/21,8/31/21,,,8/31/21,n,n,,n,,,40.668104,-96.764905,TRUE,TRUE,TRUE,TRUE,2,8,13,outside,19.3,Grass,,9/5/21,9/8/21,14.73,18.96,4.23,9/5/21,0.53,9/8/21,0.56,9/12/21,0.58,9/15/21,0.56,9/19/21,1.06,9/22/21,0.6,9/26/21,0.66,9/29/21,0.44,10/4/21,0.44,10/6/21,0.37,10/10/21,0.56,10/13/21,0.4,9/6/21,0.75,9/9/21,0.78,9/13/21,0.62,9/16/21,0.93,9/20/21,1.12,9/23/21,2.57,9/27/21,1.79,9/30/21,1,10/3/21,0.94,10/7/21,0.65,10/11/21,0.68,10/14/21,0.5,9/5/21,9/8/21,14.73,18.96,4.23,9/24/21,9/29/21,14.158,19.251,5.0930,10/15/21,10/20/21,15.210,21.007,5.797,11/11/21,11/14/21,15.125,15.490,0.365
AP250,7/19/21,09:10,loud,loud,19,1,7/25/21,71,sunny,graciesdaughter,rural,9/2/21,0.0773,77.3,M,TRUE,8/9/21,9/5/21,,,9/5/21,n,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,25,8,14,outside,44.1,Grass,,9/5/21,9/8/21,14.84,23.91,9.07,9/5/21,0.38,9/8/21,0.53,9/12/21,0.72,9/15/21,0.34,9/19/21,0.63,9/22/21,2.91,9/26/21,2.76,9/29/21,26.84,10/4/21,6.65,10/6/21,30,10/10/21,0.9,10/13/21,9.91,9/6/21,0.78,9/9/21,0.81,9/13/21,0.97,9/16/21,0.75,9/20/21,0.72,9/23/21,1.1,9/27/21,30,9/30/21,30,10/3/21,1.72,10/7/21,7.28,10/11/21,2.03,10/14/21,30,9/5/21,9/8/21,14.84,23.91,9.07,9/24/21,9/29/21,14.968,17.821,2.8530,10/15/21,10/20/21,15.062,18.401,3.339,11/11/21,11/14/21,15.023,16.042,1.019
AP251,7/19/21,09:17,quiet,loud,21,6,7/25/21,72,sunny,graciesdaughter,rural,9/2/21,0.1239,123.9,F,FALSE,7/30/21,8/31/21,,,8/31/21,y,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,5,7,13,outside,48.6,Grass,,9/5/21,9/8/21,14.68,18.37,3.69,9/5/21,0.9,9/8/21,2.22,9/12/21,4.44,9/15/21,0.59,9/19/21,1.13,9/22/21,1.29,9/26/21,3.19,9/29/21,0.41,10/3/21,3.47,10/6/21,1.72,10/10/21,1.38,10/13/21,0.47,9/6/21,30,9/9/21,1.75,9/13/21,5.52,9/16/21,2.37,9/20/21,1.47,9/23/21,1.43,9/27/21,30,9/30/21,11.85,10/4/21,10.47,10/7/21,12.69,10/11/21,1.12,10/14/21,0.93,9/5/21,9/8/21,14.68,18.37,3.69,9/24/21,9/29/21,15.021,17.163,2.1420,10/15/21,10/20/21,15.058,17.235,2.177,11/11/21,11/14/21,15.383,15.970,0.587
AP252,7/19/21,09:20,loud,loud,24,4,7/25/21,72,sunny,graciesdaughter,rural,9/2/21,0.0612,61.2,M,TRUE,8/15/21,9/5/21,,,9/5/21,n,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,11,6,13,outside,27.2,Grass,,9/5/21,9/8/21,15.08,19.69,4.61,9/5/21,0.38,9/8/21,0.47,9/12/21,0.34,9/15/21,0.37,9/19/21,0.93,9/22/21,0.75,9/26/21,2.87,9/29/21,30,10/3/21,1.22,10/6/21,0.42,10/10/21,30,10/13/21,30,9/6/21,1.88,9/9/21,0.96,9/13/21,1.22,9/16/21,1.35,9/20/21,1.93,9/23/21,2.1,9/27/21,30,9/30/21,1.06,10/4/21,30,10/7/21,1,10/11/21,0.81,10/14/21,30,9/5/21,9/8/21,15.08,19.69,4.61,9/24/21,9/29/21,15.071,16.311,1.2400,10/15/21,10/20/21,15.041,17.763,2.722,11/11/21,11/14/21,15.448,16.386,0.938
AP253,7/19/21,09:24,quiet,loud,25,3,7/25/21,72,sunny,graciesdaughter,rural,9/2/21,0.101,101,F,FALSE,7/30/21,8/31/21,,,8/31/21,y,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,11,6,9,outside,36.3,"Grass, clover",,9/5/21,9/8/21,15.14,18.95,3.81,9/5/21,1.6,9/8/21,1.81,9/12/21,2.13,9/15/21,0.47,9/19/21,2.31,9/22/21,0.47,9/26/21,0.63,9/29/21,1.41,10/3/21,0.78,10/6/21,0.41,10/10/21,1.69,10/13/21,0.6,9/6/21,5.31,9/9/21,0.78,9/13/21,3.03,9/16/21,10.32,9/20/21,3.6,9/23/21,6.32,9/27/21,0.63,9/30/21,0.65,10/4/21,1.09,10/7/21,0.87,10/11/21,1.84,10/14/21,5.72,9/5/21,9/8/21,15.14,18.95,3.81,9/24/21,9/29/21,15.258,19.329,4.0710,10/15/21,10/20/21,14.459,22.402,7.943,11/11/21,11/14/21,14.793,15.112,0.319
AP254,7/19/21,09:29,loud,loud,2,6,7/25/21,73,sunny,graciesdaughter,rural,9/2/21,,,M,TRUE,8/9/21,8/31/21,,,8/31/21,n,y,10/2/21,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,no reaction,8,13,outside,31.8,Grass,,9/4/21,9/7/21,15.31,20.25,4.94,9/4/21,1.22,9/7/21,0.31,9/11/21,0.59,9/14/21,1,9/18/21,14.19,9/21/21,1.31,9/25/21,3.25,9/28/21,3.63,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,0.96,9/8/21,1.5,9/12/21,0.68,9/15/21,0.87,9/19/21,7.13,9/22/21,9.15,9/26/21,30,9/29/21,30,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,15.31,20.25,4.94,9/24/21,9/28/21,14.735,18.912,4.1770,10/15/21,10/19/21,14.777,15.502,0.725,11/11/21,11/14/21,15.153,15.610,0.457
AP255,7/19/21,09:34,quiet,quiet,3,5,7/25/21,73,sunny,graciesdaughter,rural,9/2/21,0.0921,92.1,M,TRUE,7/30/21,8/28/21,,,8/28/21,n,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,no reaction,8,11,outside,45.8,Grass,,9/4/21,9/7/21,15.14,19.84,4.7,9/4/21,0.53,9/7/21,30,9/11/21,30,9/14/21,0.59,9/18/21,21.19,9/21/21,30,9/25/21,30,9/28/21,19.13,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,0.66,9/8/21,0.85,9/12/21,0.91,9/15/21,1.06,9/19/21,1.1,9/22/21,2.69,9/26/21,17.19,9/29/21,4.03,10/3/21,17.22,10/6/21,5.75,10/10/21,1.06,10/13/21,30,9/4/21,9/7/21,15.14,19.84,4.70,,,,,0.0000,,,,,0.000,,,,,0.000
AP256,7/19/21,09:36,loud,quiet,5,2,7/25/21,73,sunny,graciesdaughter,rural,9/2/21,0.0926,92.6,F,FALSE,8/9/21,9/4/21,,,9/4/21,y,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,2,5,9,outside,26.4,Grass,,9/4/21,9/7/21,14.92,21.6,6.68,9/4/21,30,9/7/21,0.66,9/11/21,0.5,9/14/21,1.91,9/18/21,0.53,9/21/21,2.85,9/25/21,4.06,9/28/21,0.47,10/2/21,1.15,10/5/21,0.44,10/9/21,0.53,10/12/21,10.85,9/5/21,0.81,9/8/21,30,9/12/21,0.94,9/15/21,8.69,9/19/21,0.72,9/22/21,4.22,9/26/21,30,9/29/21,0.78,10/3/21,0.66,10/6/21,0.98,10/10/21,1.37,10/13/21,30,9/4/21,9/7/21,14.92,21.60,6.68,,,,,0.0000,,,,,0.000,,,,,0.000
AP257,7/19/21,09:39,silent,silent,8,9,7/25/21,73,sunny,graciesdaughter,rural,9/2/21,,,M,TRUE,7/30/21,8/28/21,,,8/28/21,n,y,10/13/21,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,4,7,16,outside,31.3,Grass,,9/4/21,9/7/21,15.23,24.28,9.05,9/4/21,30,9/7/21,30,9/11/21,30,9/14/21,30,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,30,9/8/21,30,9/12/21,30,9/15/21,30,9/19/21,30,9/22/21,30,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,,9/4/21,9/7/21,15.23,24.28,9.05,,,,,0.0000,,,,,0.000,,,,,0.000
AP258,7/19/21,09:46,loud,quiet,9,9,7/25/21,74,sunny,graciesdaughter,rural,9/2/21,0.0879,87.9,F,FALSE,8/19/21,,,,8/19/21,y,n,,n,,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,2,4,9,outside,31.8,Grass,,9/4/21,9/7/21,14.66,16.96,2.3,9/4/21,0.66,9/7/21,0.29,9/11/21,0.4,9/14/21,0.65,9/18/21,0.5,9/21/21,0.56,9/25/21,0.41,9/28/21,0.53,10/2/21,1.21,10/5/21,7.04,10/9/21,0.47,10/12/21,0.47,9/5/21,0.91,9/8/21,0.66,9/12/21,0.44,9/15/21,9.93,9/19/21,6.87,9/22/21,0.6,9/26/21,0.78,9/29/21,1.62,10/3/21,0.91,10/6/21,0.69,10/10/21,0.65,10/13/21,3.13,9/4/21,9/7/21,14.66,16.96,2.30,9/24/21,9/28/21,14.670,18.984,4.3140,10/15/21,10/19/21,14.560,20.483,5.923,11/11/21,11/15/21,15.186,16.234,1.048
AP259,7/19/21,09:48,silent,silent,11,5,7/25/21,74,sunny,graciesdaughter,rural,9/2/21,0.0726,72.6,M,TRUE,7/25/21,8/23/21,,,8/23/21,n,n,,n,,,40.667522,-96.765021,FALSE,TRUE,TRUE,TRUE,12,8,13,outside,25.7,Grass,,9/4/21,9/7/21,14.96,20.93,5.97,9/4/21,10.44,9/7/21,0.63,9/11/21,2.54,9/14/21,1.69,9/18/21,0.37,9/21/21,0.78,9/25/21,30,9/28/21,30,10/2/21,4.78,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,10.12,9/8/21,7.12,9/12/21,30,9/15/21,1.34,9/19/21,1.18,9/22/21,13.34,9/26/21,15.19,9/29/21,2.25,10/3/21,9.06,10/6/21,0.78,10/10/21,3.03,10/13/21,2.31,9/4/21,9/7/21,14.96,20.93,5.97,9/24/21,9/28/21,15.026,16.879,1.8530,10/15/21,10/19/21,15.021,16.636,1.615,11/11/21,11/15/21,15.398,15.508,0.110
AP260,7/19/21,09:51,loud,loud,13,9,7/25/21,74,sunny,graciesdaughter,rural,9/2/21,0.0702,70.2,F,FALSE,8/6/21,8/28/21,,,8/28/21,n,n,,y,10/13/21,,40.667522,-96.765021,TRUE,TRUE,TRUE,TRUE,10,8,20,outside,19.4,Grass,,9/4/21,9/7/21,14.68,18.12,3.44,9/4/21,0.38,9/7/21,0.47,9/11/21,0.35,9/14/21,0.66,9/18/21,0.38,9/21/21,0.4,9/25/21,0.37,9/28/21,0.44,10/2/21,0.5,10/5/21,0.85,10/9/21,1,10/12/21,4.82,9/5/21,30,9/8/21,0.52,9/12/21,0.72,9/15/21,0.66,9/19/21,0.63,9/22/21,1.75,9/26/21,0.78,9/29/21,0.62,10/3/21,0.63,10/6/21,5.65,10/10/21,0.69,10/13/21,7.65,9/4/21,9/7/21,14.68,18.12,3.44,9/24/21,9/28/21,14.939,20.230,5.2910,10/15/21,10/19/21,14.952,22.674,7.722,11/11/21,11/15/21,15.230,15.679,0.449
AP261,7/19/21,09:54,quiet,loud,15,4,7/25/21,75,sunny,graciesdaughter,rural,9/2/21,,,M,FALSE,8/6/21,,,,8/6/21,n,y,8/28/21,n,,,40.667461,-96.76515,TRUE,TRUE,TRUE,TRUE,9,6,12,outside,20.7,Grass,,9/4/21,9/7/21,14.92,16.19,1.27,9/4/21,,9/7/21,,9/11/21,,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,14.92,16.19,1.27,9/24/21,,15.355,,-15.3550,,,,,0.000,11/11/21,11/15/21,15.488,16.153,0.665
AP262,7/19/21,09:59,loud,quiet,17,1,7/25/21,75,sunny,graciesdaughter,rural,9/2/21,,,M,TRUE,7/30/21,8/23/21,,,8/23/21,n,y,10/4/21,n,,,40.667461,-96.76515,TRUE,TRUE,TRUE,TRUE,no reaction,4,12,outside,26.3,Grass,,9/5/21,9/8/21,15.41,25.05,9.64,9/5/21,30,9/8/21,1.47,9/12/21,0.5,9/15/21,0.5,9/19/21,0.44,9/22/21,0.38,9/26/21,30,9/29/21,30,10/4/21,30,10/6/21,,10/10/21,,10/13/21,,9/6/21,0.88,9/9/21,10.12,9/13/21,0.78,9/16/21,11,9/20/21,0.82,9/23/21,21.85,9/27/21,30,9/30/21,30,10/3/21,,10/7/21,,10/11/21,,10/14/21,,9/5/21,9/8/21,15.41,25.05,9.64,9/24/21,9/29/21,14.599,19.394,4.7950,10/15/21,10/20/21,14.697,25.398,10.701,11/11/21,11/15/21,14.670,15.337,0.667
AP263,7/19/21,10:02,quiet,quiet,20,9,7/25/21,75,sunny,graciesdaughter,rural,9/2/21,0.0909,90.9,F,FALSE,7/30/21,8/28/21,,,8/28/21,n,y,10/21/21,n,,,40.667461,-96.76515,TRUE,TRUE,TRUE,TRUE,5,10,25,outside,30.3,Grass,,9/5/21,9/8/21,15.05,20.46,5.41,9/5/21,1.91,9/8/21,3.56,9/12/21,0.66,9/15/21,0.62,9/19/21,0.84,9/22/21,0.53,9/26/21,0.41,9/29/21,3.91,10/4/21,2,10/6/21,13.06,10/10/21,2.91,10/13/21,0.63,9/6/21,30,9/9/21,0.69,9/13/21,0.71,9/16/21,4.15,9/20/21,0.79,9/23/21,0.68,9/27/21,15.78,9/30/21,5.72,10/3/21,2.03,10/7/21,0.69,10/11/21,18.5,10/14/21,5.09,9/5/21,9/8/21,15.05,20.46,5.41,9/24/21,9/29/21,15.389,22.247,6.8580,10/15/21,10/20/21,15.143,20.655,5.512,11/11/21,11/15/21,15.388,16.165,0.777
AP264,7/19/21,10:06,loud,quiet,21,2,7/25/21,75,sunny,graciesdaughter,rural,9/2/21,0.1184,118.4,F,FALSE,8/9/21,8/31/21,,,8/31/21,y,n,,n,,,40.667461,-96.76515,TRUE,TRUE,TRUE,TRUE,2,5,12,outside,32.6,Grass,,9/5/21,9/8/21,15.04,16.24,1.2,9/5/21,2.21,9/8/21,0.87,9/12/21,0.65,9/15/21,6.37,9/19/21,0.97,9/22/21,5.75,9/26/21,2.81,9/29/21,6.75,10/3/21,0.65,10/6/21,6.03,10/10/21,1.1,10/13/21,9.28,9/6/21,1.36,9/9/21,0.75,9/13/21,16.94,9/16/21,7.68,9/20/21,1.25,9/23/21,1.03,9/27/21,0.75,9/30/21,0.78,10/4/21,4.12,10/7/21,2.56,10/11/21,1.81,10/14/21,0.57,9/5/21,9/8/21,15.04,16.24,1.20,9/24/21,9/29/21,15.204,17.076,1.8720,10/15/21,10/20/21,14.653,18.009,3.356,11/11/21,11/15/21,14.990,15.644,0.654
AP265,7/19/21,10:09,silent,silent,23,3,7/25/21,75,sunny,graciesdaughter,rural,9/2/21,0.0622,62.2,M,TRUE,8/6/21,8/19/21,9/8/21,,9/8/21,n,n,,n,,,40.667461,-96.76515,TRUE,TRUE,TRUE,TRUE,1,5,17,outside,12.5,Grass,,9/5/21,9/8/21,15.1,18.17,3.07,9/5/21,5.56,9/8/21,30,9/12/21,0.44,9/15/21,0.88,9/19/21,0.59,9/22/21,11.03,9/26/21,8.25,9/29/21,29.16,10/3/21,0.66,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,0.78,9/9/21,1.03,9/13/21,0.67,9/16/21,0.66,9/20/21,3.53,9/23/21,30,9/27/21,8,9/30/21,21.06,10/4/21,1.06,10/7/21,9.94,10/11/21,4.93,10/14/21,7.25,9/5/21,9/8/21,15.10,18.17,3.07,9/24/21,9/29/21,15.203,18.091,2.8880,10/15/21,10/20/21,15.438,20.645,5.207,11/11/21,11/15/21,15.203,15.593,0.390
AP266,7/22/21,08:20,loud,loud,10,5,7/25/21,72,sunny,dennis,rural,9/2/21,0.061,61,F,FALSE,8/6/21,8/28/21,,,8/28/21,n,n,,y,10/16/21,10/20/21,40.667321,-96.776668,TRUE,TRUE,TRUE,TRUE,2,11,38,outside,23.4,Grass,,9/4/21,9/7/21,14.77,19.88,5.11,9/4/21,0.4,9/7/21,0.4,9/11/21,0.28,9/14/21,0.66,9/18/21,0.78,9/21/21,0.41,9/25/21,0.56,9/28/21,0.38,10/2/21,0.37,10/5/21,0.37,10/9/21,0.44,10/12/21,0.54,9/5/21,1,9/8/21,0.75,9/12/21,1.03,9/15/21,4.19,9/19/21,2.15,9/22/21,30,9/26/21,0.66,9/29/21,0.65,10/3/21,0.9,10/6/21,0.53,10/10/21,0.59,10/13/21,12.03,9/4/21,9/7/21,14.77,19.88,5.11,9/24/21,9/28/21,15.204,21.408,6.2040,10/15/21,10/19/21,14.981,20.654,5.673,11/11/21,11/15/21,15.161,15.664,0.503
AP267,7/22/21,08:40,silent,silent,12,7,7/25/21,74,sunny,dennis,rural,9/2/21,,,F,FALSE,7/30/21,,,,7/30/21,n,y,10/13/21,n,,,40.667595,-96.776665,FALSE,TRUE,TRUE,TRUE,9,12,31,outside,25.6,Grass,,9/4/21,9/7/21,15.2,22.43,7.23,9/4/21,30,9/7/21,30,9/11/21,0.69,9/14/21,0.53,9/18/21,4.41,9/21/21,0.59,9/25/21,1.84,9/28/21,0.65,10/2/21,4.25,10/5/21,7.19,10/9/21,11.06,10/12/21,30,9/5/21,30,9/8/21,6.5,9/12/21,9.19,9/15/21,0.66,9/19/21,1.5,9/22/21,1.87,9/26/21,29.63,9/29/21,1.06,10/3/21,2.09,10/6/21,2.75,10/10/21,2.4,10/13/21,,9/4/21,9/7/21,15.20,22.43,7.23,9/24/21,9/28/21,15.643,17.176,1.5330,10/15/21,10/19/21,14.754,15.684,0.930,11/11/21,11/15/21,15.067,15.691,0.624
AP268,7/22/21,08:42,silent,silent,29,5,7/25/21,74,sunny,dennis,rural,9/2/21,0.054,54,M,FALSE,8/3/21,8/28/21,,,8/28/21,n,n,,n,,,40.667595,-96.776665,TRUE,TRUE,TRUE,TRUE,1,7,31,outside,19.4,Grass,,9/5/21,9/8/21,15.32,18.54,3.22,9/5/21,1.61,9/8/21,0.62,9/12/21,13.84,9/15/21,6.94,9/19/21,18.5,9/22/21,30,9/26/21,2.62,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,1.34,9/9/21,12.91,9/13/21,7.44,9/16/21,0.87,9/20/21,30,9/23/21,30,9/27/21,9.15,9/30/21,11.31,10/4/21,1.4,10/7/21,1.93,10/11/21,4.16,10/14/21,6.28,9/5/21,9/8/21,15.32,18.54,3.22,9/24/21,9/29/21,14.805,18.418,3.6130,10/15/21,10/20/21,14.760,19.376,4.616,11/11/21,11/15/21,15.465,15.566,0.101
AP269,7/22/21,08:46,silent,silent,30,2,7/25/21,74,sunny,dennis,rural,9/2/21,0.1052,105.2,F,FALSE,7/25/21,8/23/21,,,8/23/21,n,n,,n,,,40.667595,-96.776665,FALSE,TRUE,TRUE,TRUE,18,17,38,outside,43.8,Grass,,9/5/21,9/8/21,14.84,24.71,9.87,9/5/21,3.34,9/8/21,0.88,9/12/21,0.34,9/15/21,0.75,9/19/21,0.78,9/22/21,0.53,9/26/21,1.28,9/29/21,0.44,10/3/21,0.56,10/6/21,0.47,10/10/21,4.91,10/13/21,1.72,9/6/21,1.25,9/9/21,2.72,9/13/21,17.5,9/16/21,5.72,9/20/21,0.81,9/23/21,1.34,9/27/21,2.18,9/30/21,3.26,10/4/21,3.81,10/7/21,0.66,10/11/21,0.63,10/14/21,0.66,9/5/21,9/8/21,14.84,24.71,9.87,9/24/21,9/29/21,14.579,22.943,8.3640,10/15/21,10/20/21,14.744,29.569,14.825,11/11/21,11/15/21,15.821,16.055,0.234
AP270,7/22/21,08:56,loud,loud,18,7,7/25/21,75,sunny,dennis,rural,9/2/21,0.0726,72.6,M,FALSE,7/31/21,8/23/21,,,8/23/21,n,n,,n,,,40.667595,-96.776665,TRUE,TRUE,TRUE,TRUE,26,8,29,outside,33.2,Grass,,9/5/21,9/8/21,14.42,20.71,6.29,9/5/21,30,9/8/21,30,9/12/21,30,9/15/21,19.34,9/19/21,4.62,9/22/21,0.53,9/26/21,17.4,9/29/21,30,10/4/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,1.54,9/9/21,26.09,9/13/21,30,9/16/21,12.65,9/20/21,21.1,9/23/21,30,9/27/21,3,9/30/21,30,10/3/21,8.32,10/7/21,30,10/11/21,7.5,10/14/21,10.47,9/5/21,9/8/21,14.42,20.71,6.29,9/24/21,9/29/21,15.192,19.122,3.9300,10/15/21,10/20/21,15.323,19.657,4.334,11/11/21,11/15/21,15.217,15.698,0.481
AP271,7/22/21,08:59,quiet,quiet,20,3,7/25/21,75,sunny,dennis,rural,9/2/21,,,M,TRUE,7/25/21,8/19/21,,,8/19/21,n,y,10/3/21,n,,,40.667595,-96.776665,TRUE,TRUE,TRUE,TRUE,5,6,12,outside,61.5,"Pine needles, twigs",,9/5/21,9/8/21,15.16,16.96,1.8,9/5/21,0.76,9/8/21,1.72,9/12/21,1.29,9/15/21,0.88,9/19/21,1.04,9/22/21,1.19,9/26/21,30,9/29/21,8.22,10/4/21,,10/6/21,,10/10/21,,10/13/21,,9/6/21,1.03,9/9/21,30,9/13/21,5.19,9/16/21,9.03,9/20/21,1.13,9/23/21,7.53,9/27/21,21.65,9/30/21,10.62,10/3/21,,10/7/21,,10/11/21,,10/14/21,,9/5/21,9/8/21,15.16,16.96,1.80,9/24/21,9/29/21,14.791,18.703,3.9120,10/15/21,10/20/21,15.206,16.177,0.971,11/11/21,11/15/21,15.090,15.869,0.779
AP272,7/22/21,09:04,loud,quiet,21,1,7/25/21,75,sunny,dennis,rural,9/2/21,0.0805,80.5,F,FALSE,8/3/21,,,,8/3/21,y,n,,y,10/7/21,10/17/21,40.667595,-96.776665,FALSE,TRUE,TRUE,TRUE,8,5,25,outside,51.9,"Grass, pine litter",,9/5/21,9/8/21,14.98,22.35,7.37,9/5/21,1.97,9/8/21,0.41,9/12/21,0.97,9/15/21,0.34,9/19/21,0.38,9/22/21,0.69,9/26/21,1.09,9/29/21,4.16,10/3/21,0.81,10/6/21,0.62,10/10/21,0.59,10/13/21,0.44,9/6/21,29.1,9/9/21,0.88,9/13/21,1.41,9/16/21,0.75,9/20/21,1.03,9/23/21,2.22,9/27/21,8.1,9/30/21,6.18,10/4/21,3.35,10/7/21,30,10/11/21,0.87,10/14/21,9.91,9/5/21,9/8/21,14.98,22.35,7.37,9/24/21,9/29/21,15.328,22.382,7.0540,10/15/21,10/20/21,14.940,21.419,6.479,11/11/21,11/15/21,15.005,15.584,0.579
AP273,7/22/21,09:15,silent,silent,24,1,7/25/21,76,sunny,dennis,rural,9/2/21,0.0593,59.3,M,TRUE,8/6/21,8/31/21,,,8/31/21,n,n,,n,,,40.667595,-96.776665,FALSE,TRUE,TRUE,TRUE,7,3,5,outside,28.3,"Grass, pine litter",1 leg missing at collection,9/5/21,9/8/21,15.12,19.99,4.87,9/5/21,0.35,9/8/21,4.25,9/12/21,7.62,9/15/21,1.18,9/19/21,0.53,9/22/21,1.22,9/26/21,0.91,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,1.81,9/9/21,3.81,9/13/21,18.93,9/16/21,3.03,9/20/21,0.85,9/23/21,1.47,9/27/21,30,9/30/21,30,10/4/21,22.5,10/7/21,19.66,10/11/21,27.21,10/14/21,0.79,9/5/21,9/8/21,15.12,19.99,4.87,9/24/21,9/29/21,14.856,17.363,2.5070,10/15/21,10/20/21,15.388,19.488,4.100,11/11/21,11/15/21,15.478,15.738,0.260
AP274,7/22/21,09:18,loud,loud,25,4,7/25/21,76,sunny,dennis,rural,9/2/21,0.0634,63.4,F,FALSE,8/23/21,,,,8/23/21,n,n,,y,10/14/21,,40.667595,-96.776665,FALSE,TRUE,TRUE,TRUE,16,3,16,outside,33.9,"Grass, pine litter",,9/5/21,9/8/21,14.82,20.84,6.02,9/5/21,0.5,9/8/21,1.13,9/12/21,0.5,9/15/21,0.63,9/19/21,0.53,9/22/21,0.43,9/26/21,0.47,9/29/21,0.47,10/3/21,0.62,10/6/21,0.44,10/10/21,0.47,10/13/21,3.19,9/6/21,12.28,9/9/21,1.72,9/13/21,8.44,9/16/21,11.47,9/20/21,1.07,9/23/21,6.09,9/27/21,8.5,9/30/21,0.79,10/4/21,0.62,10/7/21,0.63,10/11/21,1.16,10/14/21,30,9/5/21,9/8/21,14.82,20.84,6.02,9/24/21,9/29/21,14.975,19.691,4.7160,10/15/21,10/20/21,14.862,20.813,5.951,11/11/21,11/15/21,15.207,15.521,0.314
